Istanbul Kitchen,$$,Bay Ridge,"535 86th StBrooklyn, NY 11209",4.0 star rating,56 reviews,/biz/istanbul-kitchen-brooklyn-2
Le Fanfare,$$,Greenpoint,"1103 Manhattan AveBrooklyn, NY 11222",4.0 star rating,60 reviews,/biz/le-fanfare-brooklyn-4
Brooklyn Pub,$,South Slope,"689 6th AveBrooklyn, NY 11215",4.0 star rating,61 reviews,/biz/brooklyn-pub-brooklyn
Lazy Ibis,$,Crown Heights,"663 Franklin AveBrooklyn, NY 11238",4.0 star rating,70 reviews,/biz/lazy-ibis-brooklyn
Bunk Sandwiches,$$,Williamsburg - South Side,"740 Driggs AveBrooklyn, NY 11211",4.5 star rating,47 reviews,/biz/bunk-sandwiches-brooklyn
Motorino,$$,"Williamsburg - South Side, South Williamsburg","139 BroadwayBrooklyn, NY 11211",4.0 star rating,137 reviews,/biz/motorino-brooklyn-2
Little Saigon Pearl,$,Bath Beach,"9 Bay 35th StBrooklyn, NY 11214",4.0 star rating,66 reviews,/biz/little-saigon-pearl-brooklyn
Tikka Grill,$$,Park Slope,"54 7th AveBrooklyn, NY 11217",4.0 star rating,24 reviews,/biz/tikka-grill-brooklyn
Abilene,$$,Carroll Gardens,"442 Court StBrooklyn, NY 11231",3.5 star rating,166 reviews,/biz/abilene-brooklyn
Burger Mexicano,$$,Prospect Lefferts Gardens,"545 Flatbush AveBrooklyn, NY 11225",4.0 star rating,53 reviews,/biz/burger-mexicano-brooklyn
Falafel Bros,$,Fort Greene,"711 Fulton StBrooklyn, NY 11217",4.5 star rating,36 reviews,/biz/falafel-bros-brooklyn
Liman Restaurant,$$$,Phone number,"2710 Emmons AveBrooklyn, NY 11235",4.0 star rating,131 reviews,/biz/liman-restaurant-brooklyn
Rocca Cafe Lounge,$$,Phone number,"2712 Emmons AveBrooklyn, NY 11235",4.0 star rating,134 reviews,/biz/rocca-cafe-lounge-brooklyn
Tea & Tea Cafe,$,"Park Slope, South Slope","427 7th AveBrooklyn, NY 11215",4.5 star rating,15 reviews,/biz/tea-and-tea-cafe-brooklyn
The Brew Inn,$$,Greenpoint,"924 Manhattan AveBrooklyn, NY 11222",4.0 star rating,72 reviews,/biz/the-brew-inn-brooklyn
Bombay Grill,$$,Bedford Stuyvesant,"1176 Bedford AveBrooklyn, NY 11216",4.5 star rating,80 reviews,/biz/bombay-grill-brooklyn-5
The Counting Room,$$,Williamsburg - North Side,"44 Berry StBrooklyn, NY 11211",4.0 star rating,165 reviews,/biz/the-counting-room-brooklyn
King Noodle,$$,"East Williamsburg, Bushwick","1045 Flushing AveBrooklyn, NY 11237",3.5 star rating,142 reviews,/biz/king-noodle-brooklyn
La chacra,$$,Bath Beach,"1928 Bath AveBrooklyn, NY 11214",4.0 star rating,82 reviews,/biz/la-chacra-brooklyn
Rocky Sullivan’s,$,Red Hook,"34 Van Dyke StBrooklyn, NY 11231",4.0 star rating,62 reviews,/biz/rocky-sullivans-brooklyn
Bombay Grill,$$,"Fort Hamilton, Bay Ridge","8716 3rd AveBrooklyn, NY 11209",4.0 star rating,112 reviews,/biz/bombay-grill-brooklyn-3
Tenda Asian Fusion,$$,Sheepshead Bay,"1734 Sheepshead Bay RdBrooklyn, NY 11235",4.0 star rating,111 reviews,/biz/tenda-asian-fusion-brooklyn
Skinflints,$$,Bay Ridge,"7902 5th AveBrooklyn, NY 11209",4.0 star rating,172 reviews,/biz/skinflints-brooklyn
O’Sullivan’s Bar & Grill,$$,"Fort Hamilton, Bay Ridge","8902 3rd AveBrooklyn, NY 11209",4.5 star rating,28 reviews,/biz/o-sullivans-bar-and-grill-brooklyn
Berlyn,$$,Fort Greene,"25 Lafayette AveBrooklyn, NY 11217",4.0 star rating,109 reviews,/biz/berlyn-brooklyn
Schnitzel Haus,$$,Bay Ridge,"7319 5th AveBrooklyn, NY 11209",3.5 star rating,157 reviews,/biz/schnitzel-haus-brooklyn
Cafe Dushanbe,$$,Sheepshead Bay,"1788 Sheepshead Bay RdBrooklyn, NY 11235",4.5 star rating,28 reviews,/biz/cafe-dushanbe-brooklyn
Hope & Anchor,$$,Red Hook,"347 Van Brunt StBrooklyn, NY 11231",3.5 star rating,213 reviews,/biz/hope-and-anchor-brooklyn
Bar Omar,$$,Williamsburg - South Side,"188 Grand StreetBrooklyn, NY 11211",4.5 star rating,31 reviews,/biz/bar-omar-brooklyn
Champs Diner,$$,East Williamsburg,"197 Meserole StBrooklyn, NY 11206",4.0 star rating,628 reviews,/biz/champs-diner-brooklyn
Il Posto,$$$,Bergen Beach,"7409 Ave UBrooklyn, NY 11234",4.0 star rating,37 reviews,/biz/il-posto-brooklyn
Bistro Petit,$$,Williamsburg - South Side,"170 S 3rd StBrooklyn, NY 11211",4.0 star rating,233 reviews,/biz/bistro-petit-brooklyn
Snacky,$$,Williamsburg - North Side,"187 Grand StBrooklyn, NY 11211",4.0 star rating,140 reviews,/biz/snacky-brooklyn
Williamsburg Thai Cuisine,$$,Williamsburg - North Side,"212 Bedford AveBrooklyn, NY 11249",4.5 star rating,26 reviews,/biz/williamsburg-thai-cuisine-brooklyn
Blue Collar,$,Williamsburg - South Side,"160 Havemeyer StBrooklyn, NY 11211",4.0 star rating,164 reviews,/biz/blue-collar-brooklyn
Fedoroff’s Roast Pork,$$,Sunset Park,"241 37th St.Brooklyn, NY 11232",4.5 star rating,13 reviews,/biz/fedoroffs-roast-pork-brooklyn
Thistle Hill Tavern,$$,"Park Slope, South Slope","441 7th AveBrooklyn, NY 11215",3.5 star rating,298 reviews,/biz/thistle-hill-tavern-brooklyn
baba cool,$$,Fort Greene,"64 Lafayette AveBrooklyn, NY 11217",4.0 star rating,80 reviews,/biz/baba-cool-brooklyn
Las Margaritas,$$,Bay Ridge,"7206 3rd AveBrooklyn, NY 11209",4.0 star rating,44 reviews,/biz/las-margaritas-brooklyn-2
Gyro Cafe,$,"Kensington, Flatbush","580 Coney Island AveBrooklyn, NY 11218",4.0 star rating,46 reviews,/biz/gyro-cafe-brooklyn
Little Dokebi,$$,Greenpoint,"85 Driggs AveBrooklyn, NY 11222",4.0 star rating,83 reviews,/biz/little-dokebi-brooklyn-2
River Deli,$$,Brooklyn Heights,"32 Joralemon StBrooklyn, NY 11201",3.5 star rating,120 reviews,/biz/river-deli-brooklyn
Kevin’s,$$,Red Hook,"277A Van Brunt StBrooklyn, NY 11231",4.0 star rating,88 reviews,/biz/kevins-brooklyn
Shake Shack,$$,"Park Slope, Prospect Heights, Boerum Hill","170 Flatbush AveBrooklyn, NY 11217",4.0 star rating,187 reviews,/biz/shake-shack-brooklyn-4
Vekslers,$$,Carroll Gardens,"521 Hicks StBrooklyn, NY 11231",4.0 star rating,69 reviews,/biz/vekslers-brooklyn
Oaxaca Taqueria,$,"Park Slope, Gowanus","250 4th AveBrooklyn, NY 11215",3.5 star rating,263 reviews,/biz/oaxaca-taqueria-brooklyn-2
Umami Burger,$$,Williamsburg - North Side,"158 N 4th StBrooklyn, NY 11211",4.0 star rating,169 reviews,/biz/umami-burger-brooklyn
Sunset Park Diner & Donuts,$,Sunset Park,"889 5th AveBrooklyn, NY 11232",3.5 star rating,132 reviews,/biz/sunset-park-diner-and-donuts-brooklyn
Da Nonna Rosa,$$,Park Slope,"140 7th AveBrooklyn, NY 11215",4.0 star rating,163 reviews,/biz/da-nonna-rosa-brooklyn
Brooklyn Kolache Co,$,Bedford Stuyvesant,"520 DeKalb AveBrooklyn, NY 11205",4.5 star rating,193 reviews,/biz/brooklyn-kolache-co-brooklyn
IL Passatore,$$,East Williamsburg,"14 Bushwick AveBrooklyn, NY 11211",4.0 star rating,302 reviews,/biz/il-passatore-brooklyn
Colador Cafe,$,Bedford Stuyvesant,"1000 Bedford AveBrooklyn, NY 11205",3.5 star rating,224 reviews,/biz/colador-cafe-brooklyn-4
Scalino,$$,Greenpoint,"659 Manhattan AveBrooklyn, NY 11222",4.5 star rating,107 reviews,/biz/scalino-brooklyn-2
Luke’s Lobster,$$,Park Slope,"237 5th AveBrooklyn, NY 11215",4.0 star rating,71 reviews,/biz/lukes-lobster-brooklyn-4
Sociale,$$,Brooklyn Heights,"72 Henry StBrooklyn, NY 11201",3.5 star rating,133 reviews,/biz/sociale-brooklyn
Brooklyn Burgers & Beer,$$,Park Slope,"259 5th AveBrooklyn, NY 11215",3.5 star rating,95 reviews,/biz/brooklyn-burgers-and-beer-brooklyn
Vis à Vis,$$$,Brighton Beach,"3100 Ocean PkwyBrooklyn, NY 11235",4.5 star rating,55 reviews,/biz/vis-%C3%A0-vis-brooklyn
Vis à Vis,$$$,Brighton Beach,"3100 Ocean PkwyBrooklyn, NY 11235",4.5 star rating,55 reviews,/biz/vis-%C3%A0-vis-brooklyn
Pitkin Seafood,$,Brownsville,"1670 Pitkin AveBrooklyn, NY 11212",4.0 star rating,16 reviews,/biz/pitkin-seafood-brooklyn-2
Kings County Imperial,$$,Williamsburg - North Side,"20 Skillman AveBrooklyn, NY 11211",4.0 star rating,78 reviews,/biz/kings-county-imperial-brooklyn
Island Burger,$,East Flatbush,"915 Utica AveBrooklyn, NY 11203",3.5 star rating,81 reviews,/biz/island-burger-brooklyn-2
Henry Public,$$,Cobble Hill,"329 Henry StBrooklyn, NY 11201",3.5 star rating,246 reviews,/biz/henry-public-brooklyn
Miranda Restaurant,$$,Williamsburg - North Side,"80 Berry StBrooklyn, NY 11249",4.0 star rating,194 reviews,/biz/miranda-restaurant-brooklyn
Kimbob,$$,"Bath Beach, Bensonhurst","1927 86th StBrooklyn, NY 11214",3.5 star rating,91 reviews,/biz/kimbob-brooklyn
Bedford Hall,$$,Bedford Stuyvesant,"1177 Bedford AveBrooklyn, NY 11216",3.5 star rating,214 reviews,/biz/bedford-hall-brooklyn
Syndicated Bar Theater Kitchen,$$,"East Williamsburg, Bushwick","40 Bogart StBrooklyn, NY 11206",4.0 star rating,41 reviews,/biz/syndicated-bar-theater-kitchen-brooklyn
Rustik Tavern,$$,"Bedford Stuyvesant, Clinton Hill","471 Dekalb AveBrooklyn, NY 11205",3.5 star rating,193 reviews,/biz/rustik-tavern-brooklyn
Cafe Forte,$$,Crown Heights,"619 St Johns PlBrooklyn, NY 11238",4.0 star rating,55 reviews,/biz/cafe-forte-brooklyn-2?search_key=21810
Dumplings & Things,$,Park Slope,"375 5th AveBrooklyn, NY 11215",3.5 star rating,159 reviews,/biz/dumplings-and-things-brooklyn?search_key=21810
Building On Bond,$$,Boerum Hill,"112 Bond StBrooklyn, NY 11217",3.5 star rating,293 reviews,/biz/building-on-bond-brooklyn?search_key=21810
Cranberry’s,$,Brooklyn Heights,"48 Henry StBrooklyn, NY 11201",4.0 star rating,84 reviews,/biz/cranberrys-brooklyn?search_key=21810
Jalopy Tavern,$$,Columbia Street Waterfront District,"317 Columbia StBrooklyn, NY 11231",4.5 star rating,24 reviews,/biz/jalopy-tavern-brooklyn?search_key=21810
Desnuda,$$$,Williamsburg - South Side,"221 S 1st StBrooklyn, NY 11211",4.0 star rating,130 reviews,/biz/desnuda-brooklyn?search_key=21810
Henry’s,$,"Park Slope, South Slope","433 7th AveBrooklyn, NY 11215",4.0 star rating,119 reviews,/biz/henrys-brooklyn?search_key=21810
Fritzl’s Lunch Box,$$,Bushwick,"173 Irving AveBrooklyn, NY 11237",3.5 star rating,143 reviews,/biz/fritzls-lunch-box-brooklyn?search_key=21810
Heights Falafel,$,Brooklyn Heights,"78 Henry StBrooklyn, NY 11201",4.0 star rating,122 reviews,/biz/heights-falafel-brooklyn?search_key=21810
The Sandwich Shop,$$,East Williamsburg,"658 Grand StBrooklyn, NY 11211",4.0 star rating,40 reviews,/biz/the-sandwich-shop-brooklyn?search_key=21810
Samurai Mama,$$,"Williamsburg - South Side, Williamsburg - North Side","205 Grand StBrooklyn, NY 11211",4.0 star rating,392 reviews,/biz/samurai-mama-brooklyn
Il Porto,$$,Phone number,"37 Washington AveBrooklyn, NY 11205",4.0 star rating,190 reviews,/biz/il-porto-brooklyn-2
Moldova Restaurant,$$,Midwood,"1827 Coney Island AveBrooklyn, NY 11230",4.0 star rating,76 reviews,/biz/moldova-restaurant-brooklyn-2
Duck Wong,$$,"Bath Beach, Bensonhurst","2341 86th StBrooklyn, NY 11214",4.0 star rating,46 reviews,/biz/duck-wong-brooklyn
East Sushi Bistro,$$,"Midwood, Sheepshead Bay","2106 E 19th StBrooklyn, NY 11229",4.0 star rating,83 reviews,/biz/east-sushi-bistro-brooklyn
Two Toms Restaurant,$$$,Gowanus,"255 3rd AveBrooklyn, NY 11215",4.0 star rating,52 reviews,/biz/two-toms-restaurant-brooklyn-2
Hungry Ghost,$,Fort Greene,"781 Fulton StBrooklyn, NY 11217",4.0 star rating,74 reviews,/biz/hungry-ghost-brooklyn-3
Formosa Cafe,$,"Sunset Park, Borough Park","5323 7th AveBrooklyn, NY 11220",4.0 star rating,54 reviews,/biz/formosa-cafe-brooklyn-2
Lindenwood Diner & Restaurant,$$,New Lots,"2870 Linden BlvdBrooklyn, NY 11208",4.0 star rating,116 reviews,/biz/lindenwood-diner-and-restaurant-brooklyn
Pork Slope,$$,Park Slope,"247 5th AveBrooklyn, NY 11215",3.5 star rating,368 reviews,/biz/pork-slope-brooklyn
Allswell,$$,Williamsburg - South Side,"124 Bedford AveBrooklyn, NY 11211",3.5 star rating,245 reviews,/biz/allswell-brooklyn
Boat House,$$,Borough Park,"4807 8th AveBrooklyn, NY 11220",3.5 star rating,78 reviews,/biz/boat-house-brooklyn
Calexico,$$,Park Slope,"278B 5th AveBrooklyn, NY 11215",3.5 star rating,210 reviews,/biz/calexico-brooklyn-5
Spice & Grill,$$,Clinton Hill,"441 Myrtle aveBrooklyn, NY 11205",5.0 star rating,25 reviews,/biz/spice-and-grill-brooklyn
Beast Of Bourbon,$$,Bedford Stuyvesant,"710 Myrtle AveBrooklyn, NY 11205",3.5 star rating,131 reviews,/biz/beast-of-bourbon-brooklyn
SSAM,$$,Cobble Hill,"170 Smith StBrooklyn, NY 11201",3.5 star rating,118 reviews,/biz/ssam-brooklyn
Stolovaya,$$,"Gravesend, Midwood","813 Ave UBrooklyn, NY 11223",4.0 star rating,51 reviews,/biz/stolovaya-brooklyn
Cafe At Your Mother-in-Law,$,Brighton Beach,"3071 Brighton 4th StBrooklyn, NY 11235",4.0 star rating,74 reviews,/biz/cafe-at-your-mother-in-law-brooklyn-3
Oasis,$,Williamsburg - North Side,"161 N 7th StBrooklyn, NY 11211",4.0 star rating,478 reviews,/biz/oasis-brooklyn-3
Black Iris,$$,Fort Greene,"228 Dekalb AveBrooklyn, NY 11205",4.0 star rating,208 reviews,/biz/black-iris-brooklyn
Hoja Santa,$$,"Fort Greene, Clinton Hill","250 Dekalb AveBrooklyn, NY 11205",4.0 star rating,68 reviews,/biz/hoja-santa-brooklyn
El Nuevo Portal,$,"Cobble Hill, Gowanus","217 Smith StBrooklyn, NY 11201",4.0 star rating,81 reviews,/biz/el-nuevo-portal-brooklyn
Holy Schnitzel,$$,"Gravesend, Midwood","819 Ave UBrooklyn, NY 11223",4.5 star rating,18 reviews,/biz/holy-schnitzel-brooklyn
Xi’an Famous Foods,$,Greenpoint,"648 Manhattan AveBrooklyn, NY 11222",4.0 star rating,77 reviews,/biz/xian-famous-foods-brooklyn-6
Positano Restaurant,$$,"Fort Hamilton, Bay Ridge","10018 4th AveBrooklyn, NY 11209",4.5 star rating,41 reviews,/biz/positano-restaurant-brooklyn
Putnam’s Pub & Cooker,$$,Clinton Hill,"419 Myrtle AveBrooklyn, NY 11205",3.5 star rating,277 reviews,/biz/putnams-pub-and-cooker-brooklyn
Mac Shack,$$,Clinton Hill,"901 Fulton StBrooklyn, NY 11238",3.5 star rating,155 reviews,/biz/mac-shack-brooklyn
Piz-zetta,$,Brooklyn Heights,"90 Livingston StBrooklyn, NY 11201",4.5 star rating,122 reviews,/biz/piz-zetta-brooklyn
Berg’n,$$,Crown Heights,"899 Bergen StBrooklyn, NY 11238",3.5 star rating,174 reviews,/biz/bergn-brooklyn
Chickpea & Olive,$$,Williamsburg - South Side,"Brooklyn, NY 11211",4.5 star rating,66 reviews,/biz/chickpea-and-olive-brooklyn
Little Skips,$,Bushwick,"941 Willoughby AveBrooklyn, NY 11221",4.0 star rating,292 reviews,/biz/little-skips-brooklyn
Atlas Steakhouse,$$$,Flatbush,"943 Coney Island AveBrooklyn, NY 11230",4.0 star rating,38 reviews,/biz/atlas-steakhouse-brooklyn
Peppinos,$$,Bay Ridge,"7708 3rd AveBrooklyn, NY 11209",4.0 star rating,127 reviews,/biz/peppinos-brooklyn
Dizzy’s,$$,"Park Slope, South Slope","511 9th StBrooklyn, NY 11215",3.5 star rating,268 reviews,/biz/dizzys-brooklyn-2
Tacos La Carcachita,$,Bushwick,"Wyckoff Ave & Palmetto StBrooklyn, NY 11237",4.5 star rating,21 reviews,/biz/tacos-la-carcachita-brooklyn-2
Tinto,$,Crown Heights,"715 Nostrand AveBrooklyn, NY 11216",4.5 star rating,86 reviews,/biz/tinto-brooklyn
Bien Cuit,$$,"Boerum Hill, Cobble Hill","120 Smith StBrooklyn, NY 11201",4.0 star rating,254 reviews,/biz/bien-cuit-brooklyn
The Smoke Joint,$$,Fort Greene,"87 S Elliott PlBrooklyn, NY 11217",3.5 star rating,772 reviews,/biz/the-smoke-joint-brooklyn
Euroazia Cafe,$$,Brighton Beach,"602 Brighton Beach AveBrooklyn, NY 11235",4.5 star rating,18 reviews,/biz/euroazia-cafe-brooklyn
Thaism,$$,"Gowanus, Carroll Gardens","278 Smith StBrooklyn, NY 11231",4.0 star rating,40 reviews,/biz/thaism-brooklyn
The Vanderbilt,$$,Prospect Heights,"570 Vanderbilt AveBrooklyn, NY 11238",3.5 star rating,358 reviews,/biz/the-vanderbilt-brooklyn
Meme’s Healthy Nibbles,$,Crown Heights,"707 Nostrand AveBrooklyn, NY 11216",4.0 star rating,76 reviews,/biz/memes-healthy-nibbles-brooklyn
The Wing Bar,$$,Gowanus,"275 Smith StBrooklyn, NY 11231",4.0 star rating,209 reviews,/biz/the-wing-bar-brooklyn
Daizen,$$,Borough Park,"768 57th StBrooklyn, NY 11220",3.5 star rating,107 reviews,/biz/daizen-brooklyn-2
Elia Restaurant,$$$,Bay Ridge,"8611 3rd AveBrooklyn, NY 11209",4.5 star rating,89 reviews,/biz/elia-restaurant-brooklyn-2
Soldier’s Restaurant,$,"Prospect Lefferts Gardens, Flatbush","1278 Nostrand AveBrooklyn, NY 11226",4.0 star rating,31 reviews,/biz/soldiers-restaurant-brooklyn
Village Cafe,$$,"Gravesend, Midwood","1968 Coney Island AveBrooklyn, NY 11223",4.5 star rating,15 reviews,/biz/village-cafe-brooklyn
ReCaFo - Real Caribbean Food,$,"Bedford Stuyvesant, Bushwick","899 BroadwayBrooklyn, NY 11206",4.0 star rating,16 reviews,/biz/recafo-real-caribbean-food-brooklyn-10
Greenwood Park,$$,South Slope,"555 7th AveBrooklyn, NY 11215",3.5 star rating,289 reviews,/biz/greenwood-park-brooklyn
El Tenampa Deli Grocery,$,South Slope,"706 4th AveBrooklyn, NY 11232",4.5 star rating,36 reviews,/biz/el-tenampa-deli-grocery-brooklyn
Arrogant Swine,$$,East Williamsburg,"173 Morgan AveBrooklyn, NY 11237",3.5 star rating,139 reviews,/biz/arrogant-swine-brooklyn-2
Gourmet Grill,$$,Mill Basin,"6334 Avenue NBrooklyn, NY 11234",4.0 star rating,57 reviews,/biz/gourmet-grill-brooklyn
Samurai Fusion Sushi,$$,"Bath Beach, Bensonhurst","1709 86 StBrooklyn, NY 11214",4.0 star rating,88 reviews,/biz/samurai-fusion-sushi-brooklyn
Soup Queen,$,Williamsburg - North Side,"341 Graham AveBrooklyn, NY 11211",5.0 star rating,14 reviews,/biz/soup-queen-brooklyn
Superfine,$$,DUMBO,"126 Front StBrooklyn, NY 11201",3.5 star rating,311 reviews,/biz/superfine-brooklyn
Orchidea,$$$,Borough Park,"4815 12th AveBrooklyn, NY 11219",4.5 star rating,23 reviews,/biz/orchidea-brooklyn
Grand Sichuan House,$$,"Fort Hamilton, Bay Ridge","8701 5th AveBrooklyn, NY 11209",4.0 star rating,148 reviews,/biz/grand-sichuan-house-brooklyn
Park Luncheonette,$$,"Williamsburg - North Side, Greenpoint","332 Driggs AveBrooklyn, NY 11222",3.5 star rating,106 reviews,/biz/park-luncheonette-brooklyn-3
Triple Z Restaurant,$,"Midwood, Sheepshead Bay","1410 Ave UBrooklyn, NY 11229",4.0 star rating,48 reviews,/biz/triple-z-restaurant-brooklyn
MyThai Cafe,$$,Bay Ridge,"7803 3rd AveBrooklyn, NY 11209",4.0 star rating,235 reviews,/biz/mythai-cafe-brooklyn
Wowfulls,$,Williamsburg - North Side,"90 Kent AveBrooklyn, NY 11211",4.5 star rating,44 reviews,/biz/wowfulls-brooklyn-4
Emeline’s,$$,Bedford Stuyvesant,"373 Lewis AveBrooklyn, NY 11233",3.5 star rating,76 reviews,/biz/emelines-brooklyn-2
Żabka Cafe,$,Bedford Stuyvesant,"616 Halsey StBrooklyn, NY 11233",5.0 star rating,12 reviews,/biz/%C5%BCabka-cafe-brooklyn
Red Star Sandwich Shop,$$,Cobble Hill,"176 Smith StBrooklyn, NY 11201",4.0 star rating,113 reviews,/biz/red-star-sandwich-shop-brooklyn
Sophie’s Cuban Cuisine,$$,Downtown Brooklyn,"27 Smith StBrooklyn, NY 11201",3.5 star rating,71 reviews,/biz/sophies-cuban-cuisine-brooklyn-2
Glasserie,$$$,Greenpoint,"95 Commercial StBrooklyn, NY 11222",4.0 star rating,209 reviews,/biz/glasserie-brooklyn-2
Ideya,$$,Prospect Heights,"636 Carlton AveBrooklyn, NY 11238",3.5 star rating,141 reviews,/biz/ideya-brooklyn
Great Indian Curry,$$,Flatbush,"1241 Flatbush AveBrooklyn, NY 11226",4.5 star rating,32 reviews,/biz/great-indian-curry-brooklyn
Loosie Rouge,$$,"Williamsburg - South Side, South Williamsburg","91 S 6th StBrooklyn, NY 11249",4.0 star rating,27 reviews,/biz/loosie-rouge-brooklyn
Il Colosseo,$$,Bensonhurst,"7704 18th AveBrooklyn, NY 11214",4.0 star rating,102 reviews,/biz/il-colosseo-brooklyn
The Graham,$,East Williamsburg,"151 Meserole StBrooklyn, NY 11206",4.0 star rating,57 reviews,/biz/the-graham-brooklyn
National,$$,Fort Greene,"723 Fulton StBrooklyn, NY 11217",3.5 star rating,289 reviews,/biz/national-brooklyn-2
MOMO Hibachi Steak House & Bar,$$,Sheepshead Bay,"1901 Emmons AveBrooklyn, NY 11235",4.0 star rating,101 reviews,/biz/momo-hibachi-steak-house-and-bar-brooklyn
The Rookery,$$,Bushwick,"425 Troutman StBrooklyn, NY 11237",3.5 star rating,115 reviews,/biz/the-rookery-brooklyn
Hi Noodle Etc,$$,Williamsburg - North Side,"333 Graham AveBrooklyn, NY 11211",3.5 star rating,61 reviews,/biz/hi-noodle-etc-brooklyn
sweetgreen,$$,Williamsburg - North Side,"162 N 4th StBrooklyn, NY 11211",4.0 star rating,95 reviews,/biz/sweetgreen-new-york-7
HENRI on Fifth,$$,Park Slope,"279 5th AveBrooklyn, NY 11215",4.0 star rating,84 reviews,/biz/henri-on-fifth-brooklyn
Iron Station,$$,South Slope,"683 5th AveBrooklyn, NY 11215",4.5 star rating,20 reviews,/biz/iron-station-brooklyn
Ichigo Sushi,$$,Bay Ridge,"7308 3rd AveBrooklyn, NY 11209",4.0 star rating,31 reviews,/biz/ichigo-sushi-brooklyn
Hugo & Sons,$$,"Park Slope, South Slope","367 7th AveBrooklyn, NY 11215",3.5 star rating,111 reviews,/biz/hugo-and-sons-brooklyn
Battery Harris,$$,Williamsburg - North Side,"64 Frost StBrooklyn, NY 11211",3.5 star rating,201 reviews,/biz/battery-harris-brooklyn
Dean Street,$$,Prospect Heights,"755 Dean StBrooklyn, NY 11238",3.5 star rating,172 reviews,/biz/dean-street-brooklyn
Rocco’s Tacos & Tequila Bar,$$,"Downtown Brooklyn, Brooklyn Heights","339 Adams StBrooklyn, NY 11201",3.5 star rating,452 reviews,/biz/roccos-tacos-and-tequila-bar-brooklyn
Locanda Vini e Olii,$$$,Clinton Hill,"129 Gates AveBrooklyn, NY 11238",4.0 star rating,211 reviews,/biz/locanda-vini-e-olii-brooklyn-4
Noorman’s Kil,$$,Williamsburg - North Side,"609 Grand StBrooklyn, NY 11211",4.5 star rating,154 reviews,/biz/noormans-kil-brooklyn
Shawarma Mediterranean Grill Flame House,$,"Windsor Terrace, South Slope","212 Prospect Park WBrooklyn, NY 11215",4.0 star rating,58 reviews,/biz/shawarma-mediterranean-grill-flame-house-brooklyn
Wing Cheong Restaurant,$,Bedford Stuyvesant,"1389 Fulton StBrooklyn, NY 11216",4.5 star rating,30 reviews,/biz/wing-cheong-restaurant-brooklyn
Bozu,$$,Williamsburg - South Side,"296 Grand StBrooklyn, NY 11211",4.0 star rating,589 reviews,/biz/bozu-brooklyn
The Bush Doctor Juice Bar,$$,Bedford Stuyvesant,"307 Tompkins AveBrooklyn, NY 11216",4.0 star rating,33 reviews,/biz/the-bush-doctor-juice-bar-brooklyn
Bar Chuko,$$,Prospect Heights,"565 Vanderbilt AveBrooklyn, NY 11238",3.5 star rating,86 reviews,/biz/bar-chuko-brooklyn-2
Karczma,$$,Greenpoint,"136 Greenpoint AveBrooklyn, NY 11222",4.5 star rating,327 reviews,/biz/karczma-brooklyn
Sundaes By The Park,$,Marine Park,"3512 Ave SBrooklyn, NY 11234",4.5 star rating,15 reviews,/biz/sundaes-by-the-park-brooklyn
Gargiulo’s Restaurant,$$,Coney Island,"2911 W 15th StBrooklyn, NY 11224",4.0 star rating,103 reviews,/biz/gargiulos-restaurant-brooklyn
Las 5 Americas Unidas Restaurant,$,Bushwick,"66 Eldert StBrooklyn, NY 11207",4.0 star rating,12 reviews,/biz/las-5-americas-unidas-restaurant-brooklyn-4
Myrtle and Gold,$$,Downtown Brooklyn,"343 Gold StBrooklyn, NY 11201",4.0 star rating,68 reviews,/biz/myrtle-and-gold-brooklyn
Big John’s Coffee Shop & Grill,$,Sunset Park,"865 4th AveBrooklyn, NY 11232",4.0 star rating,54 reviews,/biz/big-johns-coffee-shop-and-grill-brooklyn
Pete’s Brooklyn Eats,$$,Sunset Park,"140 58th StBrooklyn, NY 11220",4.5 star rating,15 reviews,/biz/petes-brooklyn-eats-brooklyn-2
The Original John’s Deli,$$,Gravesend,"2033 Stillwell AveBrooklyn, NY 11223",4.0 star rating,208 reviews,/biz/the-original-johns-deli-brooklyn
Cafe Dada,$$,Park Slope,"57 7th AveBrooklyn, NY 11217",3.5 star rating,144 reviews,/biz/cafe-dada-brooklyn
Lucky Luna,$$,Greenpoint,"167 Nassau AveBrooklyn, NY 11222",4.0 star rating,84 reviews,/biz/lucky-luna-brooklyn
Jimmy’s Famous Heros,$$,Sheepshead Bay,"1786 Sheepshead Bay RdBrooklyn, NY 11235",4.5 star rating,54 reviews,/biz/jimmys-famous-heros-brooklyn-2
Taco Morelos,$,Williamsburg - North Side,"N 7th and Bedford AveBrooklyn, NY 11211",4.0 star rating,60 reviews,/biz/taco-morelos-brooklyn
Bella Napoli,$$,Bensonhurst,"7116 Bay PkwyBrooklyn, NY 11204",4.0 star rating,24 reviews,/biz/bella-napoli-brooklyn
Georges-André Vintage Café,$,Bedford Stuyvesant,"558 Halsey StBrooklyn, NY 11233",4.5 star rating,71 reviews,/biz/georges-andr%C3%A9-vintage-caf%C3%A9-brooklyn-2
Bunch-O-Bagels,$,"Wingate, Crown Heights","361 Troy AveBrooklyn, NY 11213",4.0 star rating,24 reviews,/biz/bunch-o-bagels-brooklyn
Flatbush Farm,$$,"Park Slope, Prospect Heights","76 Saint Marks AveBrooklyn, NY 11217",3.0 star rating,427 reviews,/biz/flatbush-farm-brooklyn
